user_id,rating_count,avg_rating_given,first_rating_date,last_rating_date,unique_products_rated,user_segment
A3T7V207KRDE2O,182,4.291208791208791,2006-01-16,2014-06-27,182,high_activity_user
A1F1A0QQP2XVH5,181,4.0,2005-06-23,2014-06-19,181,high_activity_user
AQIJ3ZEEVCIKU,181,4.193370165745856,2007-01-17,2014-07-06,181,high_activity_user
A3V7D0LH8L7BG0,180,4.377777777777778,2007-05-20,2014-07-09,180,high_activity_user
A3NEAETOSXDBOM,177,4.491525423728813,2004-04-11,2014-06-27,177,high_activity_user
A18HE80910BTZI,177,3.8079096045197742,2001-01-10,2014-07-05,177,high_activity_user
A2B7BUH8834Y6M,176,4.4772727272727275,2000-06-22,2014-06-24,176,high_activity_user
A3J8A5L5AF5TX9,174,3.8735632183908044,2005-12-02,2014-06-27,174,high_activity_user
A3R4794K2RVU1S,173,4.566473988439307,2008-01-08,2014-07-07,173,high_activity_user
A34BZM6S9L7QI4,171,4.567251461988304,2010-03-24,2014-07-22,171,high_activity_user
A2BLFCOPSMBOZ9,170,4.182352941176471,2008-04-12,2014-07-22,170,high_activity_user
A6VXZ1EEPRTLV,170,4.094117647058823,2002-11-11,2014-07-20,170,high_activity_user
A3QNQQKJTL76H0,169,4.1420118343195265,2006-08-07,2014-07-04,169,high_activity_user
AYB4ELCS5AM8P,168,4.785714285714286,2008-10-11,2014-07-20,168,high_activity_user
A1RPTVW5VEOSI,167,3.9760479041916166,2000-02-10,2014-07-15,167,high_activity_user
A25HBO5V8S8SEA,167,4.9640718562874255,2004-11-05,2011-02-24,167,high_activity_user
A3TAS1AG6FMBQW,163,4.717791411042945,2008-11-30,2014-07-21,163,high_activity_user
AIJQU979J6UFY,163,4.288343558282208,2002-10-21,2014-07-12,163,high_activity_user
ALDAF4VVLFRHP,163,4.533742331288344,2008-12-16,2014-07-03,163,high_activity_user
A1ZU55TM45Y2R8,162,3.925925925925926,2006-08-25,2014-07-22,162,high_activity_user
AEWYUPCNDV7HY,160,4.1125,2007-07-17,2014-07-07,160,high_activity_user
A1F7YU6O5RU432,160,4.68125,2007-12-06,2014-06-22,160,high_activity_user
A2NB2E5DXE319Z,159,4.415094339622642,2002-03-24,2014-07-18,159,high_activity_user
A3FEGTOLCWXSV4,157,4.012738853503185,2008-05-21,2014-07-13,157,high_activity_user
A6VPK7X53QNAQ,157,3.9554140127388533,2004-04-14,2014-06-19,157,high_activity_user
A2KYRPDKVBI2R4,157,4.726114649681529,2011-03-20,2014-07-18,157,high_activity_user
A1BT6TL7UCIC5Y,157,4.356687898089172,2005-07-06,2014-07-20,157,high_activity_user
A15QYHQH80W30L,157,4.292993630573249,2006-12-26,2014-07-01,157,high_activity_user
A1YEPFLLH42OU1,156,4.403846153846154,2006-03-23,2014-07-07,156,high_activity_user
A2BYV7S1QP2YIG,156,4.705128205128205,2007-12-11,2014-07-21,156,high_activity_user
A1EKSETIBS9ETQ,155,4.129032258064516,2003-10-12,2014-06-22,155,high_activity_user
A3W4D8XOGLWUN5,153,3.764705882352941,2001-10-28,2014-06-20,153,high_activity_user
A17HMM1M7T9PJ1,151,4.271523178807947,2006-08-09,2014-06-17,151,high_activity_user
A32O5FZH994CNY,151,4.3841059602649,2002-08-02,2014-06-15,151,high_activity_user
A225G2TFM76GYX,150,4.466666666666667,2005-10-17,2014-07-14,150,high_activity_user
A18S2VGUH9SCV5,149,3.9932885906040267,2004-12-07,2013-12-15,149,high_activity_user
A2WB7LZ595CR50,149,3.825503355704698,2003-09-22,2014-05-22,149,high_activity_user
A3REK3OFONWB1Q,147,4.639455782312925,2002-08-07,2013-06-29,147,high_activity_user
ANW6EGY12V5XS,146,4.082191780821918,2007-12-03,2014-07-22,146,high_activity_user
A3DWO5RJDA430F,146,4.102739726027397,2006-06-25,2014-06-03,146,high_activity_user
A376OJHLE6SU9Q,145,4.413793103448276,2003-09-04,2014-06-19,145,high_activity_user
AEL6CQNQXONBX,145,4.468965517241379,2008-11-24,2014-07-22,145,high_activity_user
A28UMA3GW9L124,145,3.5517241379310347,2006-07-09,2014-06-25,145,high_activity_user
A1IU7S4HCK1XK0,145,4.406896551724138,2001-02-15,2014-07-05,145,high_activity_user
A18FLOC8YQY0P8,144,4.277777777777778,2011-02-04,2014-07-22,144,high_activity_user
ATS2855497V0I,144,3.8541666666666665,2001-07-23,2014-06-29,144,high_activity_user
AZ515FFZ7I2P7,144,4.270833333333333,2002-04-29,2014-07-14,144,high_activity_user
A30X750M8V1XXW,144,3.9722222222222223,2006-04-27,2014-05-20,144,high_activity_user
A3L1VJMHFWONCB,144,4.298611111111111,2009-10-05,2014-07-15,144,high_activity_user
A2KOV8XWZOZ0FQ,144,4.097222222222222,2007-10-23,2014-07-21,144,high_activity_user
A3Q4TYJVAM4IRM,143,4.461538461538462,2003-06-22,2014-07-21,143,high_activity_user
A1RL1OTV8IJMVD,142,4.084507042253521,2007-03-23,2014-07-21,142,high_activity_user
A1NGFGBX2VCQS8,142,3.964788732394366,2004-03-04,2014-07-21,142,high_activity_user
AONUCJBC85BL,141,3.9361702127659575,2001-06-22,2014-06-06,141,high_activity_user
ABVYGB2TKBO8F,139,4.374100719424461,2003-12-12,2014-07-14,139,high_activity_user
ACJT8MUC0LRF0,138,4.811594202898551,2010-03-21,2014-07-10,138,high_activity_user
A33YZNZIRA3H97,138,3.9565217391304346,2007-03-12,2014-07-04,138,high_activity_user
ABIVKBMSIPEDY,138,3.8840579710144927,2005-08-07,2014-07-04,138,high_activity_user
ARXU3FESTWMJJ,137,3.613138686131387,1999-12-01,2014-07-07,137,high_activity_user
A3S3R88HA0HZG3,137,4.744525547445256,2007-12-23,2014-07-16,137,high_activity_user
A213J54E63SYOP,137,3.802919708029197,2010-03-06,2014-07-20,137,high_activity_user
A2QRXQPHDMFCQV,137,3.321167883211679,2006-11-12,2014-07-17,137,high_activity_user
A2ARDVMUGDFED6,137,4.299270072992701,2007-03-23,2014-03-22,137,high_activity_user
AOMEH9W6LHC4S,136,4.0588235294117645,2007-11-03,2014-06-30,136,high_activity_user
A5KMMY627T3W,136,4.529411764705882,2006-01-31,2014-07-17,136,high_activity_user
A36A1ZYZH8568P,136,4.139705882352941,2004-06-04,2014-07-01,136,high_activity_user
A3R1WFO4KIUQXZ,134,4.246268656716418,2005-05-21,2014-07-07,134,high_activity_user
AOEDWQLH2WKKW,132,4.075757575757576,2004-03-07,2014-07-21,132,high_activity_user
A2W9GX82SLKROQ,132,3.9696969696969697,2005-01-14,2014-07-02,132,high_activity_user
A100WO06OQR8BQ,132,3.6515151515151514,2008-04-04,2014-06-27,132,high_activity_user
A2SKEQT0WTB954,131,4.534351145038168,2002-08-28,2014-07-11,131,high_activity_user
A1MRPX3RM48T2I,131,4.4961832061068705,2003-10-07,2014-07-10,131,high_activity_user
A2R6RA8FRBS608,131,4.404580152671755,2005-11-03,2013-03-11,131,high_activity_user
AGOH8N902URMW,131,4.511450381679389,2005-07-20,2014-07-01,131,high_activity_user
A1N5FSCYN4796F,131,3.801526717557252,2005-08-19,2014-07-11,131,high_activity_user
A2PSD2R9A1CXG7,131,4.068702290076335,2005-09-28,2014-07-16,131,high_activity_user
A23NSKTMSPPBTR,130,3.7153846153846155,2005-09-17,2014-06-24,130,high_activity_user
A2HMF8ZR67BNZS,130,4.615384615384615,2008-05-30,2014-07-16,130,high_activity_user
A149RNR5RH19YY,130,3.9923076923076923,2002-05-14,2014-04-09,130,high_activity_user
A10ZFE6YE0UHW8,130,3.8076923076923075,2003-06-22,2014-07-17,130,high_activity_user
AI8EMB0HUC6Z5,129,4.4186046511627906,2004-02-11,2014-07-08,129,high_activity_user
A1V4VVBQBFXRHC,129,4.558139534883721,2001-02-19,2014-07-22,129,high_activity_user
A1TQZUSOU22E9M,128,4.65625,2006-09-30,2014-07-03,128,high_activity_user
A2UWPPU5GZLMQZ,128,4.3359375,2007-07-02,2014-07-13,128,high_activity_user
A1U5IJHJK84S54,127,3.9291338582677167,2006-01-07,2014-07-08,127,high_activity_user
A1P0JSFW184ZXJ,126,4.555555555555555,2007-07-05,2014-07-21,126,high_activity_user
A24HWYHR28JJ7A,126,4.515873015873016,2007-04-27,2014-02-22,126,high_activity_user
A1VTCSCH8FFC76,126,4.103174603174603,2010-01-04,2012-11-23,126,high_activity_user
A1URXSRV6WDHVY,126,4.523809523809524,2007-03-09,2014-07-11,126,high_activity_user
A20DDH4NT6Q1E8,125,4.504,2005-04-02,2014-07-17,125,high_activity_user
A2HRHF83I3NDGT,125,4.752,2012-07-21,2014-07-23,125,high_activity_user
A3IY316DRNF5F2,124,3.9596774193548385,2005-02-12,2014-07-19,124,high_activity_user
A1FR68QH6Z4YZM,123,4.585365853658536,2004-01-11,2014-07-21,123,high_activity_user
A10Y058K7B96C6,123,4.4227642276422765,2007-04-19,2014-07-20,123,high_activity_user
AC6Z7DP1Z5GHD,123,4.252032520325203,2007-02-19,2014-05-28,123,high_activity_user
A2AF0NOCM71J0B,123,4.455284552845528,2007-12-31,2014-07-06,123,high_activity_user
A1MZL91Z44RN06,123,4.544715447154472,2008-09-22,2014-07-02,123,high_activity_user
A2D1LPEUCTNT8X,122,4.5,2010-04-30,2014-06-18,122,high_activity_user
A3T4OHEAHOJ700,121,3.9834710743801653,2005-10-08,2014-06-27,121,high_activity_user
A30XZK10EZN9V4,121,4.479338842975206,2011-07-22,2014-07-14,121,high_activity_user
A1W415JP5WEAJK,121,4.404958677685951,2008-11-07,2014-06-21,121,high_activity_user
A3QJU4FEN8PQSZ,120,3.7083333333333335,2007-03-21,2014-07-01,120,high_activity_user
A2V5M5EJPOD2IU,120,4.691666666666666,2009-09-25,2014-07-15,120,high_activity_user
A17V9XL4CWTQ6G,119,4.7899159663865545,2009-08-19,2014-07-19,119,high_activity_user
A1ZCSSCAGBCD49,119,3.857142857142857,2004-03-23,2014-07-06,119,high_activity_user
A259MPG6SOL02P,119,3.504201680672269,2001-02-08,2014-07-05,119,high_activity_user
A3EZEP0FX5BC1P,119,4.050420168067227,2005-09-15,2014-06-24,119,high_activity_user
A3N4VTNFPMTHEF,118,4.305084745762712,2002-07-27,2014-07-17,118,high_activity_user
A3R19YKNL641X3,118,4.262711864406779,2003-12-28,2014-07-21,118,high_activity_user
ASJSX783R5HTZ,118,3.9745762711864407,2007-03-10,2014-07-22,118,high_activity_user
AGGAQLXPVGM5D,118,4.47457627118644,2005-03-09,2014-06-26,118,high_activity_user
AR74YY08IP2WE,117,3.606837606837607,2006-02-03,2014-07-20,117,high_activity_user
ARX7Z3NI6O0F7,117,4.3760683760683765,2007-11-27,2014-06-20,117,high_activity_user
A3FPSY1M6G7XIB,117,4.487179487179487,2006-06-30,2014-07-19,117,high_activity_user
A2J8T58Z4X15IO,117,4.3076923076923075,2005-01-11,2014-07-07,117,high_activity_user
A353U0L2HAMSHV,116,4.120689655172414,2008-02-22,2014-04-16,116,high_activity_user
A100UD67AHFODS,116,4.508620689655173,2003-12-08,2014-05-05,116,high_activity_user
A2ZY49IDE6TY5I,116,4.043103448275862,2010-05-14,2014-07-06,116,high_activity_user
A33HIV8RXRDM88,116,4.163793103448276,2004-03-05,2014-07-01,116,high_activity_user
AG35JCCQWDRCS,116,4.629310344827586,2006-11-09,2014-07-11,116,high_activity_user
A3V0YR50F1XSKP,115,4.678260869565217,2012-01-05,2014-06-09,115,high_activity_user
A3L9E0YI7C5G0W,115,4.339130434782609,2005-09-11,2014-03-30,115,high_activity_user
A23ONMGKEWDG4M,115,4.278260869565218,2005-10-11,2014-06-21,115,high_activity_user
AY6A8KPYCE6B0,115,4.052173913043478,2006-09-28,2014-07-21,115,high_activity_user
A1SB9BNNGKNX2Z,114,4.657894736842105,2008-01-18,2014-07-20,114,high_activity_user
A22MANL4US4RMY,114,4.5701754385964914,2007-12-25,2014-06-26,114,high_activity_user
A3D0UM4ZD2CMAW,114,4.964912280701754,2012-08-01,2013-09-19,114,high_activity_user
A1L64KDYO5BOJA,114,4.508771929824562,2006-10-25,2014-07-13,114,high_activity_user
ALUNVOQRXOZIA,114,3.473684210526316,2000-06-21,2014-07-09,114,high_activity_user
A3LWC833HQIG7J,114,4.333333333333333,2000-05-10,2014-05-25,114,high_activity_user
A20OBCQWBKCGZT,114,4.245614035087719,2008-05-29,2014-07-21,114,high_activity_user
A7QMQBGJ2TCQG,112,4.401785714285714,2007-07-29,2010-11-18,112,high_activity_user
A34C9AFFZOI45T,112,4.821428571428571,2010-06-01,2014-07-17,112,high_activity_user
A8CKH8XB33XGN,112,4.214285714285714,2010-08-04,2014-07-20,112,high_activity_user
A11D1KHM7DVOQK,112,3.125,2003-08-08,2007-10-03,112,high_activity_user
A1B4MIXYVIKMU2,112,4.303571428571429,2005-08-04,2014-07-20,112,high_activity_user
A3IOQ7NVVLAUEE,112,4.267857142857143,2009-01-29,2014-01-31,112,high_activity_user
ADOR3TR7GDF68,111,4.135135135135135,2011-03-08,2014-06-16,111,high_activity_user
A2DG63DN704LOI,111,4.486486486486487,2009-01-30,2014-07-10,111,high_activity_user
A3F3B6HY9RJI04,111,4.378378378378378,2003-10-12,2014-07-16,111,high_activity_user
A3EZFFPVS34AMO,111,4.576576576576577,2006-08-11,2014-07-10,111,high_activity_user
A25UZ7MA72SMKM,111,4.108108108108108,2010-04-20,2014-06-25,111,high_activity_user
A25FL6VLD7S23S,111,4.801801801801802,2002-11-12,2014-05-09,111,high_activity_user
A1ZTR0FR5AW9B4,111,3.7027027027027026,2012-02-08,2014-07-03,111,high_activity_user
AX7317G153T8W,110,4.290909090909091,2007-11-29,2014-07-16,110,high_activity_user
AT09WGFUM934H,110,4.318181818181818,2013-06-11,2014-07-10,110,high_activity_user
A1QNYLBG73QRNF,110,4.1909090909090905,2005-03-10,2014-06-11,110,high_activity_user
A2QI2NTDTMK2FV,110,4.2272727272727275,2000-07-13,2014-07-20,110,high_activity_user
A2JE071UW97J2A,110,4.6454545454545455,2007-02-14,2014-07-17,110,high_activity_user
A2S26YGSVXBCFL,109,4.0,2001-08-16,2014-07-09,109,high_activity_user
AVFJ327UXPXLF,109,4.220183486238532,2007-08-09,2014-07-21,109,high_activity_user
ASCBJEPXTOU0V,109,4.495412844036697,2012-12-23,2014-07-17,109,high_activity_user
A2VODABWSVHV8E,109,4.8807339449541285,2007-04-03,2014-06-16,109,high_activity_user
AG7EF0SVBQOUX,109,4.541284403669724,2002-09-15,2014-07-16,109,high_activity_user
A2IFGGXG3YV3Y6,109,4.412844036697248,2000-05-27,2014-07-23,109,high_activity_user
A1XXMNLOLKNO0I,109,4.853211009174312,2004-01-22,2014-07-16,109,high_activity_user
AK3GKIV8DEY8B,109,4.614678899082569,2006-04-09,2014-06-07,109,high_activity_user
A3BVN2QBNPBHCR,108,4.638888888888889,2006-02-21,2014-07-16,108,high_activity_user
A195EZSQDW3E21,108,3.990740740740741,2009-01-28,2014-07-21,108,high_activity_user
AWNJAY0M5UI70,108,4.722222222222222,2009-12-29,2013-12-21,108,high_activity_user
A3FOSLM5G1BO63,108,3.6296296296296298,2006-08-12,2014-07-06,108,high_activity_user
A2AEZQ3DGBBLPR,108,3.712962962962963,2001-07-28,2014-05-22,108,high_activity_user
A2F7CSE6KT7NI4,108,4.12962962962963,2006-12-18,2014-07-17,108,high_activity_user
A1UEL5C1N6E5SE,108,4.138888888888889,2003-01-05,2014-06-20,108,high_activity_user
A370XYLIZCSK1Y,108,4.546296296296297,2010-05-21,2014-04-20,108,high_activity_user
A4D5B7Q8A7PA6,108,4.472222222222222,2005-03-06,2014-07-20,108,high_activity_user
A3284KYDZ00BZA,108,4.027777777777778,2009-04-19,2014-07-06,108,high_activity_user
A10PEXB6XAQ5XF,107,4.02803738317757,2010-07-23,2014-07-15,107,high_activity_user
A22S7D0LP8GRDH,107,4.570093457943925,2002-05-24,2014-06-24,107,high_activity_user
ABXANRX4GPYRZ,107,4.214953271028038,2006-05-17,2014-07-11,107,high_activity_user
A3HSDV9Y0TV5Z2,106,4.584905660377358,2010-05-11,2014-07-11,106,high_activity_user
A19X4BF861LQST,106,3.7641509433962264,2004-01-03,2014-04-16,106,high_activity_user
A2LCE1D0TW2XY0,106,4.132075471698113,2007-07-03,2014-06-15,106,high_activity_user
A18U49406IPPIJ,106,4.971698113207547,2013-11-30,2014-07-20,106,high_activity_user
A1U5NWJOYH2QQH,105,3.933333333333333,2000-04-25,2014-06-17,105,high_activity_user
A2503LT8PZIHAD,105,4.123809523809523,2008-10-09,2014-06-30,105,high_activity_user
A3V5F050GVZ56Q,105,4.647619047619048,2011-10-10,2014-04-17,105,high_activity_user
A9Y5O2R4D6EH5,105,4.076190476190476,2005-07-26,2014-07-18,105,high_activity_user
A1QVFHPY8418HC,105,4.485714285714286,2001-12-26,2014-06-30,105,high_activity_user
A2V1J3JT5OOZFO,105,4.076190476190476,2005-05-06,2014-07-12,105,high_activity_user
A19UTUEBWKIZFT,104,4.663461538461538,2011-05-20,2014-07-22,104,high_activity_user
A1435P5AMCPB3X,104,4.490384615384615,2006-06-14,2013-11-28,104,high_activity_user
A1JUBRIZMO0RJV,104,4.394230769230769,2005-01-23,2014-03-26,104,high_activity_user
A1CPRP3VFJRS1R,104,3.6538461538461537,2003-12-01,2014-05-10,104,high_activity_user
A19XMHRB3G4DIR,104,4.471153846153846,2008-06-22,2014-07-20,104,high_activity_user
A2KZOIOFXXMC1H,103,4.077669902912621,2008-11-19,2014-07-19,103,high_activity_user
A204K1OFE8OB9Y,103,2.9902912621359223,2005-08-25,2014-07-14,103,high_activity_user
A27QXQQOLAMRRR,103,3.912621359223301,2007-05-27,2014-06-26,103,high_activity_user
A3H4S6YO9VNGDZ,103,4.543689320388349,2013-10-15,2014-07-16,103,high_activity_user
AZAC8O310IK4E,103,4.320388349514563,2006-12-24,2014-06-24,103,high_activity_user
A8X8D4BUY5DFU,103,4.145631067961165,2007-11-04,2014-06-20,103,high_activity_user
A3MFORLOKIOEQY,103,4.563106796116505,2007-02-13,2014-07-22,103,high_activity_user
AGXMC3ITWZASE,103,3.8932038834951457,2006-11-08,2014-05-09,103,high_activity_user
A1G650TTTHEAL5,103,4.844660194174757,2013-08-28,2014-07-16,103,high_activity_user
AHQRU3MRORIWQ,102,4.254901960784314,2007-08-09,2014-06-23,102,high_activity_user
A2LB4FLRZG6CUV,102,4.2745098039215685,2011-11-30,2014-07-21,102,high_activity_user
A14JBDSWKPKTZA,102,4.696078431372549,2001-11-22,2014-06-24,102,high_activity_user
AX05DBU8IRUWY,102,4.068627450980392,2011-05-31,2014-07-21,102,high_activity_user
A16QODENBJVUI1,102,4.5,2006-03-07,2014-07-06,102,high_activity_user
A1VHCO8RQFIGQJ,102,4.392156862745098,2010-09-15,2014-01-29,102,high_activity_user
A27H0T39U3FZB5,102,4.068627450980392,2007-12-13,2014-06-18,102,high_activity_user
A197T2N6RU7K56,102,4.627450980392157,2004-08-21,2014-05-08,102,high_activity_user
A3HPCRD9RX351S,102,4.382352941176471,2009-04-25,2014-06-27,102,high_activity_user
A3HR0ZZOFKQ97N,102,4.705882352941177,2011-04-26,2014-07-14,102,high_activity_user
A3S5EXYZDEBF3K,101,3.712871287128713,2004-12-02,2014-01-15,101,high_activity_user
A1U4GOVZWL8ZTL,101,4.712871287128713,2010-08-22,2014-05-16,101,high_activity_user
A7EJERNB7IK3Z,101,4.158415841584159,2004-12-01,2014-03-14,101,high_activity_user
A2Y739CRM15WDL,101,3.900990099009901,2000-09-21,2014-07-20,101,high_activity_user
A34UVV757IKPVB,101,3.6831683168316833,2006-06-16,2014-07-02,101,high_activity_user
A3QMJMTLJC34QC,101,4.306930693069307,2003-01-12,2013-03-19,101,high_activity_user
A27M75LRSJ788H,101,4.891089108910891,2013-02-07,2014-04-08,101,high_activity_user
A1V3TRGWOMA8LC,101,4.257425742574258,2008-02-16,2014-07-22,101,high_activity_user
A3DOPYDOS49I3T,101,4.891089108910891,2007-08-19,2014-07-06,101,high_activity_user
A2LW5AL0KQ9P1M,101,3.8118811881188117,2007-01-08,2014-07-18,101,high_activity_user
A2L42QEWR77PKZ,101,4.346534653465347,2009-02-01,2014-05-25,101,high_activity_user
A1JZFGZEZVWQPY,101,3.9504950495049505,2003-05-15,2014-07-12,101,high_activity_user
A3NOBH42C7UI5M,100,3.77,2003-05-28,2014-07-21,100,high_activity_user
A6XDZ1MJ0B1A2,100,3.05,2008-09-27,2014-07-15,100,high_activity_user
A27ADCSD15F3GL,100,3.96,2007-10-08,2014-07-20,100,high_activity_user
A2FRKEXDXDN1KI,100,4.43,2001-10-13,2014-06-15,100,high_activity_user
A1KKE6VX8VPWZK,100,4.62,2008-01-05,2014-05-15,100,high_activity_user
A2RIL2NXHE00AQ,100,4.48,2007-01-16,2014-06-05,100,high_activity_user
A3N0P5AAMP6XD2,100,3.59,2007-03-09,2014-06-13,100,high_activity_user
A2W9I628I6SE1U,100,4.17,2004-01-27,2014-06-30,100,high_activity_user
A2XCCN239AR1XK,100,4.55,2007-09-25,2014-07-06,100,high_activity_user
AMVXR3NPL0GWX,99,4.333333333333333,2009-09-12,2014-04-08,99,high_activity_user
A3077MQTAKOVFZ,99,4.363636363636363,2007-12-01,2014-06-30,99,high_activity_user
AR3EVUQF0AC7R,99,4.171717171717172,2008-04-09,2014-07-07,99,high_activity_user
A15T9G38F589KM,99,4.393939393939394,2005-07-07,2014-06-01,99,high_activity_user
A2D1ZQEFS1NBH2,99,4.222222222222222,2006-09-08,2014-07-09,99,high_activity_user
AAQ9NJ480N9W5,99,4.5353535353535355,2013-02-27,2014-07-15,99,high_activity_user
A2OKRGHIYTBQ6P,99,4.434343434343434,2006-01-29,2014-06-20,99,high_activity_user
