amazon_record_id,product_id,main_category,topic_id,topic_label,topic_probability,is_dominant_topic
27,B08B42LWKN,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.3528919522115859,False
27,B08B42LWKN,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.6453051197833994,True
27,B08B42LWKN,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.0018029280050146062,False
28,B094JNXNPV,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.005118015900178673,False
28,B094JNXNPV,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.005100991320244025,False
28,B094JNXNPV,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9897809927795773,True
29,B09W5XR9RT,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.007978273763249718,False
29,B09W5XR9RT,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.007858214298185017,False
29,B09W5XR9RT,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9841635119385653,True
30,B077Z65HSD,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.004884383413773234,False
30,B077Z65HSD,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0049182222808602715,False
30,B077Z65HSD,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9901973943053665,True
31,B00NH11PEY,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.004789515239332859,False
31,B00NH11PEY,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.003915595142585481,False
31,B00NH11PEY,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9912948896180817,True
32,B09CMM3VGK,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.005530849027144347,False
32,B09CMM3VGK,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.004680503047771539,False
32,B09CMM3VGK,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9897886479250841,True
33,B08QSC1XY8,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.006488341726973689,False
33,B08QSC1XY8,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.006459085942394891,False
33,B08QSC1XY8,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9870525723306315,True
34,B008FWZGSG,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.009241914237732025,False
34,B008FWZGSG,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.008878267491300803,False
34,B008FWZGSG,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9818798182709672,True
35,B0B4HJNPV4,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.007510901914504515,False
35,B0B4HJNPV4,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.007322958087260627,False
35,B0B4HJNPV4,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9851661399982349,True
36,B08Y1SJVV5,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.02656594930935762,False
36,B08Y1SJVV5,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.024601167461448276,False
36,B08Y1SJVV5,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9488328832291941,True
37,B07XLCFSSN,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.004370749290427119,False
37,B07XLCFSSN,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.004387436184013874,False
37,B07XLCFSSN,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.991241814525559,True
38,B09RZS1NQT,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.00528934853267837,False
38,B09RZS1NQT,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.005197010116349584,False
38,B09RZS1NQT,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.989513641350972,True
39,B0B3MMYHYW,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.5241878807302838,True
39,B0B3MMYHYW,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.4741819690836649,False
39,B0B3MMYHYW,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.0016301501860514708,False
40,B09C6HWG18,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.004301304456962634,False
40,B09C6HWG18,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0040130595167969674,False
40,B09C6HWG18,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9916856360262404,True
41,B00NH11KIK,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.25987774240451594,False
41,B00NH11KIK,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.3049050530725883,False
41,B00NH11KIK,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.43521720452289564,True
42,B09JPC82QC,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.21656450816224795,False
42,B09JPC82QC,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.7828929295210642,True
42,B09JPC82QC,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.0005425623166879749,False
43,B07JW1Y6XV,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.007594757022530857,False
43,B07JW1Y6XV,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.007362271486834184,False
43,B07JW1Y6XV,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9850429714906349,True
44,B07KRCW6LZ,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.6349135290775078,True
44,B07KRCW6LZ,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.14360236540838237,False
44,B07KRCW6LZ,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.22148410551410985,False
45,B09NJN8L25,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.009599270474691562,False
45,B09NJN8L25,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.00952819212582266,False
45,B09NJN8L25,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9808725373994858,True
46,B07XJYYH7L,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.006624622843628126,False
46,B07XJYYH7L,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.006773581528878053,False
46,B07XJYYH7L,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9866017956274937,True
47,B002PD61Y4,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.7657260975130016,True
47,B002PD61Y4,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.22170947335064303,False
47,B002PD61Y4,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.012564429136355417,False
48,B014I8SSD0,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.006098731363250048,False
48,B014I8SSD0,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.25092372224627507,False
48,B014I8SSD0,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.7429775463904748,True
49,B09L8DSSFH,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.5326673277123901,True
49,B09L8DSSFH,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.336252070298294,False
49,B09L8DSSFH,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.1310806019893158,False
50,B07232M876,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.0008108648479373939,False
50,B07232M876,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0007390594802856416,False
50,B07232M876,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.998450075671777,True
51,B07P681N66,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.9272642155500919,True
51,B07P681N66,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0021621255725558152,False
51,B07P681N66,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.0705736588773525,False
52,B0711PVX6Z,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.0008108648479373939,False
52,B0711PVX6Z,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0007390594802856416,False
52,B0711PVX6Z,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.998450075671777,True
53,B082T6V3DT,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.004030641573567338,False
53,B082T6V3DT,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.004123801617919832,False
53,B082T6V3DT,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9918455568085128,True
54,B07MKFNHKG,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.8129723618348399,True
54,B07MKFNHKG,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.18344226263336047,False
54,B07MKFNHKG,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.0035853755317996876,False
55,B0BFWGBX61,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.006988227983930738,False
55,B0BFWGBX61,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0070098813732944465,False
55,B0BFWGBX61,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9860018906427748,True
56,B01N90RZ4M,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.9108135928958963,True
56,B01N90RZ4M,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.016921063696958817,False
56,B01N90RZ4M,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.07226534340714491,False
57,B0088TKTY2,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.6219543495636052,True
57,B0088TKTY2,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.22744197064436905,False
57,B0088TKTY2,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.15060367979202577,False
58,B09Q5SWVBJ,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.3528919522115859,False
58,B09Q5SWVBJ,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.6453051197833994,True
58,B09Q5SWVBJ,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.0018029280050146062,False
59,B0B4DT8MKT,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.007789294698945353,False
59,B0B4DT8MKT,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.007680599356044999,False
59,B0B4DT8MKT,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9845301059450097,True
60,B08CDKQ8T6,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.009712478422106664,False
60,B08CDKQ8T6,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.009680390129042852,False
60,B08CDKQ8T6,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9806071314488505,True
61,B07B275VN9,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.7210978805438875,True
61,B07B275VN9,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.2667477529370483,False
61,B07B275VN9,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.012154366519064418,False
62,B0B15CPR37,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.09878304790270193,False
62,B0B15CPR37,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.9000152781496022,True
62,B0B15CPR37,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.0012016739476958334,False
63,B0994GFWBH,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.00478391960967621,False
63,B0994GFWBH,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.05353080023544678,False
63,B0994GFWBH,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.941685280154877,True
64,B01GGKZ0V6,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.008371712939544976,False
64,B01GGKZ0V6,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.11293549560726919,False
64,B01GGKZ0V6,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.8786927914531858,True
65,B09F9YQQ7B,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.0047234253033784255,False
65,B09F9YQQ7B,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.9158656536539606,True
65,B09F9YQQ7B,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.07941092104266106,False
66,B014I8SX4Y,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.006098731363250048,False
66,B014I8SX4Y,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.25092372224627507,False
66,B014I8SX4Y,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.7429775463904748,True
67,B09Q8HMKZX,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.003971715414681752,False
67,B09Q8HMKZX,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0041320184602686985,False
67,B09Q8HMKZX,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9918962661250496,True
68,B0B9XN9S3W,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.4238573191507171,True
68,B0B9XN9S3W,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.3997829908137936,False
68,B0B9XN9S3W,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.1763596900354894,False
69,B07966M8XH,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.9754343359285185,True
69,B07966M8XH,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.012691720013054526,False
69,B07966M8XH,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.011873944058427057,False
70,B01GGKYKQM,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.006641133002045019,False
70,B01GGKYKQM,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.006909499086164206,False
70,B01GGKYKQM,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9864493679117908,True
71,B0B86CDHL1,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.003712398102151099,False
71,B0B86CDHL1,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0038018219661004214,False
71,B0B86CDHL1,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9924857799317485,True
72,B0B5ZF3NRK,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.007468127366438911,False
72,B0B5ZF3NRK,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.007496340500996932,False
72,B0B5ZF3NRK,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9850355321325641,True
73,B09RFC46VP,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.0047234253033784255,False
73,B09RFC46VP,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.9158656536539606,True
73,B09RFC46VP,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.07941092104266106,False
74,B08R69VDHT,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.006123086692189048,False
74,B08R69VDHT,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0062443845329950695,False
74,B08R69VDHT,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9876325287748158,True
75,B09RWZRCP1,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.0017702994199184337,False
75,B09RWZRCP1,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.0017779100851701161,False
75,B09RWZRCP1,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9964517904949114,True
76,B09CMP1SC8,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.0030658200586222836,False
76,B09CMP1SC8,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.003211558456950867,False
76,B09CMP1SC8,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9937226214844268,True
77,B09YLXYP7Y,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.017722996113909432,False
77,B09YLXYP7Y,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.017109300106372315,False
77,B09YLXYP7Y,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9651677037797182,True
78,B09ZPM4C2C,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.6638596081688652,True
78,B09ZPM4C2C,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.32664376276236184,False
78,B09ZPM4C2C,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.009496629068772985,False
79,B0B2DJDCPX,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.015698330502276408,False
79,B0B2DJDCPX,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.015102791906262522,False
79,B0B2DJDCPX,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9691988775914611,True
80,B0BCZCQTJX,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.9145671817112082,True
80,B0BCZCQTJX,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.07854922593694132,False
80,B0BCZCQTJX,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.006883592351850477,False
81,B07LGT55SJ,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.007594757022530857,False
81,B07LGT55SJ,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.007362271486834184,False
81,B07LGT55SJ,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9850429714906349,True
82,B09NKZXMWJ,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.009599270474691562,False
82,B09NKZXMWJ,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.00952819212582266,False
82,B09NKZXMWJ,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.9808725373994858,True
83,B08QX1CC14,Electronics,1,"Topic 1: Value, Usability & Everyday Products",0.23072062914934344,False
83,B08QX1CC14,Electronics,2,"Topic 2: Smart Devices, Wearables & Audio",0.7606026761011833,True
83,B08QX1CC14,Electronics,3,"Topic 3: Charging, Cables & Connectivity",0.008676694749473362,False
84,B0974H97TJ,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.008878912464425919,False
84,B0974H97TJ,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.12689737187901884,False
84,B0974H97TJ,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.8642237156565552,True
85,B07GVGTSLN,Computers&Accessories,1,"Topic 1: Value, Usability & Everyday Products",0.004940139405260101,False
85,B07GVGTSLN,Computers&Accessories,2,"Topic 2: Smart Devices, Wearables & Audio",0.005466961115843879,False
85,B07GVGTSLN,Computers&Accessories,3,"Topic 3: Charging, Cables & Connectivity",0.989592899478896,True
