product_id,recommended_product_id,rank,item_similarity,co_rating_user_count,source_product_user_count,recommended_product_user_count
B0040VGBYO,B00546JKJC,1,0.06666666666666667,2,25,7
B0040VGBYO,B001NJOMUG,2,0.06666666666666667,2,25,7
B0040VGBYO,B005G89KI4,3,0.0625,2,25,9
B0040VGBYO,B001N7NIQW,4,0.05714285714285714,2,25,12
B0040VGBYO,B007T8S490,5,0.03508771929824561,2,25,34
B0019RGQVU,B001ET6QFY,1,0.09090909090909091,2,17,7
B0019RGQVU,B003TYDBYQ,2,0.08,2,17,10
B0019RGQVU,B002K3Z3E8,3,0.07692307692307693,2,17,11
B0019RGQVU,B001KELVS0,4,0.07142857142857142,2,17,13
B0019RGQVU,B006Y0YZZ6,5,0.05714285714285714,2,17,20
B0019RGQVU,B00007E7JU,6,0.03225806451612903,3,17,79
B0019RGQVU,B00004ZCJE,7,0.025974025974025976,2,17,62
B006Y0YZZ6,B006XXQRSM,1,0.12,3,20,8
B006Y0YZZ6,B001U3F1YG,2,0.08695652173913043,2,20,5
B006Y0YZZ6,B00660H6KU,3,0.08,2,20,7
B006Y0YZZ6,B005UFZ7F8,4,0.0625,2,20,14
B006Y0YZZ6,B0019RGQVU,5,0.05714285714285714,2,20,17
B006Y0YZZ6,B0079M711S,6,0.04,2,20,32
B006Y0YZZ6,B00007E7JU,7,0.020618556701030927,2,20,79
B006Y0YZZ6,B002WE6D44,8,0.00975609756097561,2,20,187
B005DKZTMG,B0074FGLUM,1,0.024,3,87,41
B005DKZTMG,B009OX22B4,2,0.02247191011235955,2,87,4
B005DKZTMG,B008U69LC4,3,0.02247191011235955,2,87,4
B005DKZTMG,B001H0BA24,4,0.02197802197802198,2,87,6
B005DKZTMG,B00BZC31WQ,5,0.02127659574468085,2,87,9
B005DKZTMG,B00170MYIS,6,0.021052631578947368,2,87,10
B005DKZTMG,B003P2UMQ2,7,0.020618556701030927,2,87,12
B005DKZTMG,B00DQZP7X6,8,0.02040816326530612,2,87,13
B005DKZTMG,B00DVFLJDS,9,0.018867924528301886,3,87,75
B005DKZTMG,B004HKIB6E,10,0.018867924528301886,2,87,21
B009OX22B4,B005DKZTMG,1,0.02247191011235955,2,4,87
B00660H6KU,B006Y0YZZ6,1,0.08,2,7,20
B001ET6QFY,B0040JHVC2,1,0.09523809523809523,2,7,16
B001ET6QFY,B0019RGQVU,2,0.09090909090909091,2,7,17
B002RL875A,B00267S7XW,1,0.05128205128205128,2,27,14
B002RL875A,B0076POAI0,2,0.047619047619047616,2,27,17
B002RL875A,B005HMKKH4,3,0.012269938650306749,2,27,138
B002RL875A,B00DR0PDNE,4,0.0055248618784530384,2,27,337
B007WTAJTO,B00AAIPT76,1,0.02608695652173913,9,323,31
B007WTAJTO,B009PK9S90,2,0.014492753623188406,5,323,27
B007WTAJTO,B00B0O1BWG,3,0.014326647564469915,5,323,31
B007WTAJTO,B000QUUFRW,4,0.012135922330097087,5,323,94
B007WTAJTO,B00F3F0EIU,5,0.012012012012012012,4,323,14
B007WTAJTO,B004ZGLM5W,6,0.011940298507462687,4,323,16
B007WTAJTO,B002V88HFE,7,0.011547344110854504,5,323,115
B007WTAJTO,B00DR0PDNE,8,0.010719754977029096,7,323,337
B007WTAJTO,B003ES5ZUU,9,0.009900990099009901,6,323,289
B007WTAJTO,B005DKZTMG,10,0.009852216748768473,4,323,87
B002BH3Z8E,B005U8XJO6,1,0.0625,2,28,6
B002BH3Z8E,B009NB8WR0,2,0.05357142857142857,3,28,31
B002BH3Z8E,B00E3W15P0,3,0.05154639175257732,5,28,74
B002BH3Z8E,B001NJ0D0Y,4,0.046875,3,28,39
B002BH3Z8E,B009NHAEXE,5,0.03773584905660377,2,28,27
B002BH3Z8E,B004W2JKWG,6,0.02531645569620253,2,28,53
B009NB8WR0,B00AJWLUEE,1,0.06060606060606061,2,31,4
B009NB8WR0,B007RESFYK,2,0.058823529411764705,2,31,5
B009NB8WR0,B002BH3Z8E,3,0.05357142857142857,3,31,28
B00000JDF5,B000FNFSPY,1,0.14285714285714285,2,7,9
B000FNFSPY,B00000JDF5,1,0.14285714285714285,2,9,7
B0019EHU8G,B003FVVMS0,1,0.019305019305019305,5,219,45
B0019EHU8G,B0044YPN0A,2,0.013513513513513514,3,219,6
B0019EHU8G,B007NZGPAY,3,0.013043478260869565,3,219,14
B0019EHU8G,B006JG5S6K,4,0.012987012987012988,3,219,15
B0019EHU8G,B0036WT1RW,5,0.01282051282051282,3,219,18
B0019EHU8G,B004LSNF04,6,0.011764705882352941,3,219,39
B0019EHU8G,B00264GYMG,7,0.011764705882352941,3,219,39
B0019EHU8G,B006U1YUZE,8,0.01171875,3,219,40
B0019EHU8G,B004LTEUDO,9,0.011152416356877323,3,219,53
B0019EHU8G,B003LR7ME6,10,0.01084010840108401,4,219,154
B006JG5S6K,B0019EHU8G,1,0.012987012987012988,3,15,219
B003FVVMS0,B00005T3G0,1,0.07575757575757576,5,45,26
B003FVVMS0,B0015A8Y5M,2,0.05454545454545454,3,45,13
B003FVVMS0,B006U3O566,3,0.047619047619047616,3,45,21
B003FVVMS0,B000092TT0,4,0.047619047619047616,3,45,21
B003FVVMS0,B0044YPN0A,5,0.04081632653061224,2,45,6
B003FVVMS0,B001QNBUA4,6,0.038461538461538464,2,45,9
B003FVVMS0,B0002KVQBA,7,0.0379746835443038,3,45,37
B003FVVMS0,B00505F01E,8,0.037037037037037035,2,45,11
B003FVVMS0,B005E1CGZC,9,0.03571428571428571,2,45,13
B003FVVMS0,B001GTT0VO,10,0.020833333333333332,2,45,53
B0044YPN0A,B003FVVMS0,1,0.04081632653061224,2,6,45
B0044YPN0A,B0019EHU8G,2,0.013513513513513514,3,6,219
B001QNBUA4,B003FVVMS0,1,0.038461538461538464,2,9,45
B001QNBUA4,B001GTT0VO,2,0.03333333333333333,2,9,53
B0018LX0DY,B00F3L19KQ,1,0.10526315789473684,2,14,7
B0018LX0DY,B007JF8FD8,2,0.09523809523809523,2,14,9
B007JF8FD8,B0018LX0DY,1,0.09523809523809523,2,9,14
B007JF8FD8,B009OBCAW2,2,0.03389830508474576,2,9,52
B00F3L19KQ,B0018LX0DY,1,0.10526315789473684,2,7,14
B00011KM38,B00DBV28TG,1,0.06896551724137931,2,13,18
B00011KM38,B002Y6CJJ8,2,0.031746031746031744,2,13,52
B002Y6CJJ8,B00011KM38,1,0.031746031746031744,2,52,13
B002Y6CJJ8,B000065BPB,2,0.0273972602739726,2,52,23
B002Y6CJJ8,B007M58WWO,3,0.0273972602739726,2,52,23
B002Y6CJJ8,B002J9HBIO,4,0.021505376344086023,2,52,43
B002Y6CJJ8,B00CMQTVK0,5,0.018867924528301886,2,52,56
B002Y6CJJ8,B002QEBMAK,6,0.017857142857142856,2,52,62
B002Y6CJJ8,B000I68BD4,7,0.014492753623188406,2,52,88
B002Y6CJJ8,B00BGA9WK2,8,0.0125,2,52,110
B00029U1DK,B00081A2KY,1,0.075,3,23,20
B00029U1DK,B0019X20R8,2,0.04878048780487805,2,23,20
B00081A2KY,B002ROEKBW,1,0.1,2,20,2
B00081A2KY,B00029U1DK,2,0.075,3,20,23
B00081A2KY,B0019X20R8,3,0.05263157894736842,2,20,20
B002ROEKBW,B00081A2KY,1,0.1,2,2,20
B003B3P2CY,B0049LBJ56,1,0.05714285714285714,2,22,15
B003B3P2CY,B002V88HFE,2,0.014814814814814815,2,22,115
B0049LBJ56,B003B3P2CY,1,0.05714285714285714,2,15,22
B002SGATH8,B00165XQWW,1,0.03076923076923077,2,61,6
B002SGATH8,B0051PGX2I,2,0.025974025974025976,2,61,18
B002SGATH8,B003ZUXXWO,3,0.025974025974025976,2,61,18
B002SGATH8,B002HWRJBM,4,0.018867924528301886,2,61,47
B002SGATH8,B000S5Q9CA,5,0.01282051282051282,2,61,97
B002SGATH8,B0019EHU8G,6,0.007194244604316547,2,61,219
B0051PGX2I,B002SGATH8,1,0.025974025974025976,2,18,61
B000QUUFRW,B004J3V90Y,1,0.056,7,94,38
B000QUUFRW,B0048IW030,2,0.03076923076923077,4,94,40
B000QUUFRW,B000V7AF8E,3,0.02608695652173913,3,94,24
B000QUUFRW,B00007E7JU,4,0.023668639053254437,4,94,79
B000QUUFRW,B007BJHETS,5,0.023076923076923078,3,94,39
B000QUUFRW,B00007EDZG,6,0.022900763358778626,3,94,40
B000QUUFRW,B001V9KG0I,7,0.02112676056338028,3,94,51
B000QUUFRW,B002VPE1WK,8,0.020689655172413793,3,94,54
B000QUUFRW,B006ZCCH76,9,0.020618556701030927,2,94,5
B000QUUFRW,B00608WXGA,10,0.02,2,94,8
B0048IW030,B0002Y5WZM,1,0.04918032786885246,3,40,24
B0048IW030,B004V4IWHY,2,0.041666666666666664,2,40,10
B0048IW030,B007BJHETS,3,0.039473684210526314,3,40,39
B0048IW030,B0002YE6FY,4,0.0392156862745098,2,40,13
B0048IW030,B000QUUFRW,5,0.03076923076923077,4,40,94
B0048IW030,B001S2PPT0,6,0.029850746268656716,2,40,29
B0048IW030,B003L1ZYZ6,7,0.02857142857142857,2,40,32
B0048IW030,B002VPE1WK,8,0.021739130434782608,2,40,54
B0048IW030,B00004ZCJE,9,0.02,2,40,62
B0048IW030,B007WTAJTO,10,0.00554016620498615,2,40,323
B004VTAVLE,B004J3V90Y,1,0.034482758620689655,2,22,38
B004VTAVLE,B000QUUFRW,2,0.017543859649122806,2,22,94
B004VTAVLE,B002V88HFE,3,0.014814814814814815,2,22,115
B000TG4BA0,B002HWRJY4,1,0.05714285714285714,2,13,24
B002HWRJY4,B000TG4BA0,1,0.05714285714285714,2,24,13
B002HWRJY4,B00622AG6S,2,0.01092896174863388,2,24,161
B00001P4XA,B00081A2DQ,1,0.11764705882352941,2,11,8
B00081A2DQ,B00001P4XA,1,0.11764705882352941,2,8,11
B00264GKVQ,B004WONCQE,1,0.15789473684210525,3,12,10
B00264GKVQ,B0011UK35K,2,0.14285714285714285,2,12,4
B00264GKVQ,B005Y77K3E,3,0.13333333333333333,2,12,5
B00264GKVQ,B005SPCJ74,4,0.1,2,12,10
B00264GKVQ,B0002ZW5W4,5,0.07692307692307693,2,12,16
B004WONCQE,B00264GKVQ,1,0.15789473684210525,3,10,12
B000Q8UAWY,B003L62T7W,1,0.057692307692307696,3,39,16
B000Q8UAWY,B003I4FD9I,2,0.045454545454545456,2,39,7
B000Q8UAWY,B002WI8GG8,3,0.04,2,39,13
B000Q8UAWY,B005NGKR54,4,0.03125,2,39,27
B000Q8UAWY,B005K7192G,5,0.02702702702702703,2,39,37
B000Q8UAWY,B001TH7GUU,6,0.02197802197802198,2,39,54
B000Q8UAWY,B002RM08RE,7,0.019417475728155338,2,39,66
B002WI8GG8,B004CQGAYS,1,0.125,2,13,5
B002WI8GG8,B000Q8UAWY,2,0.04,2,13,39
B003I4FD9I,B000Q8UAWY,1,0.045454545454545456,2,7,39
B005K7192G,B005NF5NTK,1,0.02857142857142857,2,37,35
B005K7192G,B000Q8UAWY,2,0.02702702702702703,2,37,39
B005K7192G,B004G6002M,3,0.022900763358778626,3,37,97
B005NGKR54,B000Q8UAWY,1,0.03125,2,27,39
B004CQGAYS,B002WI8GG8,1,0.125,2,5,13
B004G6002M,B007P4VOWC,1,0.041666666666666664,7,97,78
B004G6002M,B007YUISN0,2,0.024193548387096774,3,97,30
B004G6002M,B005K7192G,3,0.022900763358778626,3,97,37
B004G6002M,B00BKNMPHW,4,0.02,2,97,5
B004G6002M,B008ATLJGC,5,0.018518518518518517,2,97,13
B004G6002M,B00AEV9MAE,6,0.01818181818181818,2,97,15
B004G6002M,B006T9B6R2,7,0.017857142857142856,2,97,17
B004G6002M,B007M50PTM,8,0.01652892561983471,2,97,26
B004G6002M,B004WYA852,9,0.015151515151515152,2,97,37
B004G6002M,B0041Q38NU,10,0.01507537688442211,3,97,105
B00001P4ZH,B0055P9K38,1,0.061224489795918366,3,37,15
B00001P4ZH,B0006DPMU4,2,0.0425531914893617,2,37,12
B00001P4ZH,B001V9LPT4,3,0.023809523809523808,2,37,49
B00001P4ZH,B009OBCAW2,4,0.022988505747126436,2,37,52
B0006DPMU4,B00001P4ZH,1,0.0425531914893617,2,12,37
B001V9LPT4,B004LTEUDO,1,0.030303030303030304,3,49,53
B001V9LPT4,B001PS9UKW,2,0.02631578947368421,2,49,29
B001V9LPT4,B00001P4ZH,3,0.023809523809523808,2,49,37
B001V9LPT4,B00CMQTVK0,4,0.019417475728155338,2,49,56
B001V9LPT4,B006ZP8UOW,5,0.016,2,49,78
B001V9LPT4,B00622AG6S,6,0.009615384615384616,2,49,161
B001V9LPT4,B007WTAJTO,7,0.005405405405405406,2,49,323
B0055P9K38,B0042A8CW2,1,0.07692307692307693,2,15,13
B0055P9K38,B00001P4ZH,2,0.061224489795918366,3,15,37
B002V88HFE,B0019X20R8,1,0.022727272727272728,3,115,20
B002V88HFE,B000IJY8DS,2,0.02,3,115,38
B002V88HFE,B000AAZQM2,3,0.017094017094017096,2,115,4
B002V88HFE,B0071BJK34,4,0.01694915254237288,2,115,5
B002V88HFE,B0090BSSZO,5,0.01652892561983471,2,115,8
B002V88HFE,B004GUS4WG,6,0.016260162601626018,2,115,10
B002V88HFE,B00BXA7N6A,7,0.016,2,115,12
B002V88HFE,B003ODSVMY,8,0.015037593984962405,2,115,20
B002V88HFE,B000CRFOMK,9,0.015037593984962405,2,115,20
B002V88HFE,B004VTAVLE,10,0.014814814814814815,2,115,22
B003ODSVMY,B001SRBI3C,1,0.08695652173913043,2,20,5
B003ODSVMY,B001E1X67I,2,0.06666666666666667,2,20,12
B003ODSVMY,B002TPL260,3,0.0425531914893617,2,20,29
B003ODSVMY,B001PS9UKW,4,0.0425531914893617,2,20,29
B003ODSVMY,B002V88HFE,5,0.015037593984962405,2,20,115
B003ODSVMY,B0002L5R78,6,0.011494252873563218,2,20,156
B009OBCAW2,B007JF8FD8,1,0.03389830508474576,2,52,9
B009OBCAW2,B0049P6OTI,2,0.023529411764705882,2,52,35
B009OBCAW2,B00001P4ZH,3,0.022988505747126436,2,52,37
B009OBCAW2,B00DR0PDNE,4,0.007772020725388601,3,52,337
B0080JQY4E,B00BYOE4C6,1,0.06451612903225806,2,22,11
B0080JQY4E,B006BZ5OHW,2,0.05128205128205128,2,22,19
B0080JQY4E,B007WTAJTO,3,0.0058309037900874635,2,22,323
B00B0O1BWG,B00BXQUQ9U,1,0.09090909090909091,3,31,5
B00B0O1BWG,B00BQH8UEY,2,0.08695652173913043,4,31,19
B00B0O1BWG,B00H9BEC8E,3,0.05555555555555555,2,31,7
B00B0O1BWG,B00D02AHEO,4,0.037037037037037035,2,31,25
B00B0O1BWG,B007WTAJTO,5,0.014326647564469915,5,31,323
B00BQH8UEY,B00B0O1BWG,1,0.08695652173913043,4,19,31
B00BQH8UEY,B007WTAJTO,2,0.008849557522123894,3,19,323
B00BXQUQ9U,B00B0O1BWG,1,0.09090909090909091,3,5,31
B003ES5ZUU,B007I5JT4S,1,0.036312849162011177,13,289,82
B003ES5ZUU,B001TH7GSW,2,0.03313253012048193,11,289,54
B003ES5ZUU,B00BGGDVOO,3,0.02570093457943925,11,289,150
B003ES5ZUU,B00DR0PDNE,4,0.01788617886178862,11,289,337
B003ES5ZUU,B005CLPP84,5,0.016901408450704224,6,289,72
B003ES5ZUU,B003ES5ZSW,6,0.015060240963855422,5,289,48
B003ES5ZUU,B00B46XUQU,7,0.013736263736263736,5,289,80
B003ES5ZUU,B009SYZ8OC,8,0.013043478260869565,6,289,177
B003ES5ZUU,B008R7EVE4,9,0.012345679012345678,4,289,39
B003ES5ZUU,B003FVVMS0,10,0.012121212121212121,4,289,45
B004GF8TIK,B009W34X1I,1,0.018518518518518517,2,103,7
B004GF8TIK,B007IIT8KU,2,0.01818181818181818,2,103,9
B004GF8TIK,B004CGHDEO,3,0.017391304347826087,2,103,14
B004GF8TIK,B001QUA6R0,4,0.01694915254237288,2,103,17
B004GF8TIK,B005CG2ATQ,5,0.016260162601626018,2,103,22
B004GF8TIK,B00752QXZ2,6,0.013986013986013986,2,103,42
B004GF8TIK,B00A3YN0Z0,7,0.0125,2,103,59
B004GF8TIK,B00GTGETFG,8,0.0125,2,103,59
B004GF8TIK,B000WYVBR0,9,0.011904761904761904,2,103,67
B004GF8TIK,B0002L5R78,10,0.01171875,3,103,156
B002QEBMAK,B006ZGWJU2,1,0.02857142857142857,2,62,10
B002QEBMAK,B0013DXVYK,2,0.025,2,62,20
B002QEBMAK,B0041OSQ9I,3,0.02127659574468085,2,62,34
B002QEBMAK,B001E1Y5O6,4,0.019417475728155338,2,62,43
B002QEBMAK,B002Y6CJJ8,5,0.017857142857142856,2,62,52
B002QEBMAK,B006QB1RPY,6,0.017391304347826087,2,62,55
B002QEBMAK,B0015DYMVO,7,0.016666666666666666,2,62,60
B002QEBMAK,B000S5Q9CA,8,0.012738853503184714,2,62,97
B002QEBMAK,B00316263Y,9,0.011904761904761904,2,62,108
B002QEBMAK,B002WE6D44,10,0.008097165991902834,2,62,187
B006QB1RPY,B00CAAJDP6,1,0.03389830508474576,2,55,6
B006QB1RPY,B004PNZFZ8,2,0.02857142857142857,2,55,17
B006QB1RPY,B006ZP8UOW,3,0.023076923076923078,3,55,78
B006QB1RPY,B000ID7QNI,4,0.020202020202020204,2,55,46
B006QB1RPY,B00E055H5O,5,0.017699115044247787,2,55,60
B006QB1RPY,B00AJHDZSI,6,0.017543859649122806,2,55,61
B006QB1RPY,B002QEBMAK,7,0.017391304347826087,2,55,62
B006QB1RPY,B008NMCPTQ,8,0.017241379310344827,2,55,63
B006QB1RPY,B000WYVBR0,9,0.016666666666666666,2,55,67
B006QB1RPY,B0087NZ31S,10,0.016129032258064516,2,55,71
B0042A8CW2,B0055P9K38,1,0.07692307692307693,2,13,15
B00001WRSJ,B0016MF7W2,1,0.06,3,42,11
B00001WRSJ,B0007N55NW,2,0.03333333333333333,2,42,20
B00001WRSJ,B00BGA9WK2,3,0.013333333333333334,2,42,110
B00001WRSJ,B009SYZ8OC,4,0.009216589861751152,2,42,177
B00001WRSJ,B007WTAJTO,5,0.005509641873278237,2,42,323
B0016MF7W2,B00001WRSJ,1,0.06,3,11,42
B00BGA9WK2,B00CMQTVK0,1,0.07792207792207792,12,110,56
B00BGA9WK2,B00EI4V3X2,2,0.02608695652173913,3,110,8
B00BGA9WK2,B00EDIU5IW,3,0.017699115044247787,2,110,5
B00BGA9WK2,B007NZGPAY,4,0.01639344262295082,2,110,14
B00BGA9WK2,B002G1YPH0,5,0.014814814814814815,2,110,27
B00BGA9WK2,B0012S4APK,6,0.013452914798206279,3,110,116
B00BGA9WK2,B00001WRSJ,7,0.013333333333333334,2,110,42
B00BGA9WK2,B000B9RI14,8,0.01282051282051282,2,110,48
B00BGA9WK2,B002Y6CJJ8,9,0.0125,2,110,52
B00BGA9WK2,B00DVFLJDS,10,0.01092896174863388,2,110,75
B000U5TUWE,B001BRXW74,1,0.05,2,22,20
B001BRXW74,B000WOVD1Y,1,0.125,3,20,7
B001BRXW74,B001EJJ2UU,2,0.07142857142857142,2,20,10
B001BRXW74,B001DFZ5EW,3,0.06060606060606061,2,20,15
B001BRXW74,B000U5TUWE,4,0.05,2,20,22
B001BRXW74,B0088LYCZC,5,0.020202020202020204,2,20,81
B000WOVD1Y,B001EJJ2UU,1,0.13333333333333333,2,7,10
B000WOVD1Y,B000EHUE7I,2,0.13333333333333333,2,7,10
B000WOVD1Y,B001BRXW74,3,0.125,3,7,20
B0007N55NW,B00001WRSJ,1,0.03333333333333333,2,20,42
B003ZSP0WW,B000B9RI14,1,0.04819277108433735,4,39,48
B003ZSP0WW,B005FYNSPK,2,0.013888888888888888,2,39,107
B003ZSP0WW,B00622AG6S,3,0.010101010101010102,2,39,161
B003ZSP0WW,B0074BW614,4,0.0061162079510703364,2,39,290
B003ZSP0WW,B00DR0PDNE,5,0.0053475935828877,2,39,337
B004NY9UV4,B009LL9VDG,1,0.03731343283582089,5,67,72
B004NY9UV4,B000B75RDW,2,0.028169014084507043,2,67,6
B004NY9UV4,B004HH9SS2,3,0.02631578947368421,2,67,11
B004NY9UV4,B008FU000M,4,0.025,2,67,15
B004NY9UV4,B007FL6100,5,0.024390243902439025,2,67,17
B004NY9UV4,B000IF51UQ,6,0.023255813953488372,2,67,21
B004NY9UV4,B003WUBIZQ,7,0.019801980198019802,2,67,36
B004NY9UV4,B002J9HBIO,8,0.018518518518518517,2,67,43
B004NY9UV4,B004QK7HI8,9,0.0106951871657754,2,67,122
B004NY9UV4,B0002L5R78,10,0.00904977375565611,2,67,156
B0088LYCZC,B008D4X4GW,1,0.05504587155963303,6,81,34
B0088LYCZC,B008D4XBII,2,0.033707865168539325,3,81,11
B0088LYCZC,B008D4X97Q,3,0.031578947368421054,3,81,17
B0088LYCZC,B004RRU1B0,4,0.02127659574468085,2,81,15
B0088LYCZC,B009QUDLC4,5,0.021052631578947368,2,81,16
B0088LYCZC,B001BRXW74,6,0.020202020202020204,2,81,20
B0088LYCZC,B007IMPMW4,7,0.01694915254237288,2,81,39
B0088LYCZC,B006JH8T3S,8,0.01639344262295082,2,81,43
B0088LYCZC,B004GF8TIK,9,0.01098901098901099,2,81,103
B0088LYCZC,B0012S4APK,10,0.010256410256410256,2,81,116
B009SYZ8OC,B00GTGETFG,1,0.021645021645021644,5,177,59
B009SYZ8OC,B0097BEFYA,2,0.0163265306122449,4,177,72
B009SYZ8OC,B00511PS3C,3,0.015957446808510637,3,177,14
B009SYZ8OC,B00622AG6S,4,0.015015015015015015,5,177,161
B009SYZ8OC,B008OHNZI0,5,0.014925373134328358,5,177,163
B009SYZ8OC,B001TH7GUU,6,0.013157894736842105,3,177,54
B009SYZ8OC,B003ES5ZUU,7,0.013043478260869565,6,177,289
B009SYZ8OC,B0073HSH08,8,0.011111111111111112,2,177,5
B009SYZ8OC,B00CS43I4Q,9,0.011049723756906077,2,177,6
B009SYZ8OC,B0052SCU8U,10,0.01098901098901099,3,177,99
B008OHNZI0,B008UHK3KM,1,0.0273972602739726,6,163,62
B008OHNZI0,B008AST7R6,2,0.022222222222222223,5,163,67
B008OHNZI0,B00622AG6S,3,0.018867924528301886,6,163,161
B008OHNZI0,B008THTWIW,4,0.017094017094017096,4,163,75
B008OHNZI0,B009SYZ8OC,5,0.014925373134328358,5,163,177
B008OHNZI0,B004LTEUDO,6,0.014084507042253521,3,163,53
B008OHNZI0,B00BT7RAPG,7,0.014018691588785047,3,163,54
B008OHNZI0,B0097BEFYA,8,0.01293103448275862,3,163,72
B008OHNZI0,B002ZE4TDI,9,0.012048192771084338,2,163,5
B008OHNZI0,B0040UBU3W,10,0.011976047904191617,2,163,6
B001E1Y5O6,B000JE7GPY,1,0.038461538461538464,3,43,38
B001E1Y5O6,B005EJH6Z4,2,0.034482758620689655,2,43,17
B001E1Y5O6,B00429N18S,3,0.0273972602739726,2,43,32
B001E1Y5O6,B0041OSQ9I,4,0.02666666666666667,2,43,34
B001E1Y5O6,B002QEBMAK,5,0.019417475728155338,2,43,62
B001E1Y5O6,B002MAPRYU,6,0.011976047904191617,2,43,126
B001E1Y5O6,B009SYZ8OC,7,0.009174311926605505,2,43,177
B001NJTZUS,B009SYZ8OC,1,0.010362694300518135,2,18,177
B00002EQCW,B0014Z29OU,1,0.08333333333333333,2,10,16
B0014Z29OU,B00002EQCW,1,0.08333333333333333,2,16,10
B0014Z29OU,B000O5N5AI,2,0.037037037037037035,2,16,40
B000ANOY7M,B003L76BJS,1,0.08695652173913043,2,17,8
B000ANOY7M,B00109Y2DQ,2,0.04878048780487805,2,17,26
B003L76BJS,B000ANOY7M,1,0.08695652173913043,2,8,17
B003L76BJS,B004QK7HI8,2,0.015625,2,8,122
B004QK7HI8,B0074FGLUM,1,0.01875,3,122,41
B004QK7HI8,B004HB2X4Y,2,0.015873015873015872,2,122,6
B004QK7HI8,B006BDRT68,3,0.015873015873015872,2,122,6
B004QK7HI8,B002LTWDSK,4,0.015873015873015872,2,122,6
B004QK7HI8,B003L76BJS,5,0.015625,2,122,8
B004QK7HI8,B000ANGNN0,6,0.015625,2,122,8
B004QK7HI8,B004HO58SO,7,0.015151515151515152,2,122,12
B004QK7HI8,B007I5JT4S,8,0.014925373134328358,3,122,82
B004QK7HI8,B001DVZXC0,9,0.014705882352941176,2,122,16
B004QK7HI8,B005DKZTMG,10,0.014563106796116505,3,122,87
B001UI2FPE,B0052YFYFK,1,0.014814814814814815,2,34,103
B001UI2FPE,B005HMKKH4,2,0.011764705882352941,2,34,138
B001UI2FPE,B00622AG6S,3,0.010362694300518135,2,34,161
B00622AG6S,B008OHNZI0,1,0.018867924528301886,6,161,163
B00622AG6S,B0073FE1F0,2,0.018604651162790697,4,161,58
B00622AG6S,B0097BEFYA,3,0.017467248908296942,4,161,72
B00622AG6S,B00A35WYBA,4,0.015544041450777202,3,161,35
B00622AG6S,B009SYZ8OC,5,0.015015015015015015,5,161,177
B00622AG6S,B004SBBD8U,6,0.014354066985645933,3,161,51
B00622AG6S,B00AJHDZSI,7,0.0136986301369863,3,161,61
B00622AG6S,B005HMKKH4,8,0.013559322033898305,4,161,138
B00622AG6S,B00IX2VGFA,9,0.012269938650306749,2,161,4
B00622AG6S,B003K1EYM6,10,0.012048192771084338,2,161,7
B007YKUWN4,B00GTGETFG,1,0.022988505747126436,2,30,59
B007YKUWN4,B000QUUFRW,2,0.01639344262295082,2,30,94
B007YKUWN4,B00622AG6S,3,0.010582010582010581,2,30,161
B008J7WRIO,B008THTWIW,1,0.0297029702970297,3,29,75
B008J7WRIO,B008UHK3KM,2,0.02247191011235955,2,29,62
B008THTWIW,B007B31IAK,1,0.05555555555555555,8,75,77
